sabot	3	32	Tuygʻu	Qiyinchilikda ham qatʼiy turish.
sabzi	1	381	Oshxona	Toʻq sariq ildizmevali yegulik.
sadaf	3	53	Tabiat	Chigʻanoq ichidagi tovlanuvchi qatlam.
safar	1	2649	Jamiyat	Uzoq joyga qilinadigan yurish.
safro	2	139	Jism	Jigar ishlab chiqaradigan achchiq suyuqlik.
sagʻir	3	42	Oila	Ota-onasiz qolgan bola.
sahar	2	82	Vaqt	Tong otar oldidagi payt.
sahna	1	2088	Sanʼat	Tomosha koʻrsatiladigan maxsus maydoncha.
sahro	2	132	Tabiat	Suvsiz keng qumli dasht.
sajda	2	208	Din	Peshonani yerga qoʻyib qilinadigan taʼzim.
salat	2	273	Oshxona	Toʻgʻralgan sabzavotlardan sovuq taom.
salib	1	512	Din	Xristianlikning kesishgan chiziqli belgisi.
salla	2	124	Kiyim	Boshga oʻraladigan uzun mato.
salma	2	171	Oshxona	Xamir boʻlakchalari solingan suyuq taom.
salon	2	173	Uy-roʻzgʻor	Mehmon kutiladigan katta xona.
saman	3	41	Hayvonot	Och sariq tusli ot.
samar	3	70	Tuygʻu	Mehnatning koʻzga koʻringan natijasi.
samur	3	31	Hayvonot	Qimmat moʻynali kichik oʻrmon jonivori.
sanam	2	116	Sanʼat	Goʻzal yor timsoli, but.
sanoq	1	8456	Ilm	Birma-bir hisoblab chiqish.
saqich	3	38	Oshxona	Chaynash uchun yumshoq elastik modda.
sarob	3	74	Tabiat	Issiqda koʻrinadigan aldamchi suv tasviri.
saroy	1	3734	Qurilish	Hukmdorlar yashaydigan hashamatli bino.
sarpo	3	15	Kiyim	Toʻyda beriladigan bosh-oyoq kiyim sovgʻasi.
savat	1	556	Uy-roʻzgʻor	Chiviqdan toʻqilgan dastali idish.
savdo	1	12123	Savdo	Oldi-sotdi ishi.
savob	3	55	Din	Yaxshi amal uchun beriladigan ajr.
savod	2	78	Ilm	Oʻqish-yozishni bilish darajasi.
savol	1	580	Til	Javob talab qiladigan soʻroq.
sayil	3	37	Oʻyin	Bayramona ommaviy sayr tadbiri.
segoh	2	99	Sanʼat	Sharq maqom turkumidagi yoʻllardan biri.
sevgi	1	1722	Tuygʻu	Qalbni qamrab oluvchi muhabbat hissi.
sezgi	1	376	Tuygʻu	Tashqi taʼsirni his qilish qobiliyati.
shafaq	3	45	Tabiat	Kun botardagi osmon qizili.
shagʻal	2	256	Qurilish	Mayda dumaloq toshlar aralashmasi.
shahar	1	61639	Jamiyat	Aholisi zich yirik yashash maskani.
shahid	1	712	Din	Eʼtiqod yoki vatan yoʻlida qurbon boʻlgan kishi.
shakar	1	1265	Oshxona	Choyga solinadigan shirin oq mahsulot.
shamol	1	1733	Tabiat	Havoning kuchli oqimi.
shanba	1	510	Vaqt	Haftaning oltinchi kuni.
sharaf	1	456	Tuygʻu	Yuksak obroʻ, faxrli eʼtibor.
sharob	1	654	Oshxona	Uzumdan achitib tayyorlanadigan ichimlik.
sharpa	3	50	Tuygʻu	Elas-elas sezilgan tovush yoki koʻlanka.
shaxta	2	119	Qurilish	Yer ostidan maʼdan qazib olinadigan inshoot.
sherik	2	285	Savdo	Ishni birga yurituvchi hamkor.
shingil	2	93	Oshxona	Uzum boshining kichik bir shoxchasi.
shinni	3	29	Oshxona	Meva sharbatidan qaynatilgan quyuq shirinlik.
shirach	3	21	Asbob	Ildizidan yelim olinadigan oʻsimlik.
shivit	3	23	Oshxona	Taomga solinadigan xushboʻy ingichka bargli koʻkat.
shohid	3	51	Jamiyat	Voqeani koʻrgan, guvohlik beruvchi kishi.
shoira	1	446	Sanʼat	Sheʼr yozuvchi ayol ijodkor.
shoʻrva	1	543	Oshxona	Goʻsht va sabzavotli suyuq taom.
shubha	1	1119	Tuygʻu	Ishonchsizlikdan tugʻiladigan gumon.
shukur	2	125	Din	Berilgan neʼmatga minnatdorlik bildirish.
shuvoq	2	273	Tabiat	Achchiq hidli dasht oʻsimligi.
sifat	1	940	Til	Belgini bildiruvchi soʻz turkumi; xislat.
sigir	1	595	Hayvonot	Sut beruvchi yirik uy hayvoni.
sigʻim	2	128	Ilm	Idishga joylashadigan miqdor hajmi.
silla	2	98	Jism	Quvvat, majol.
simob	1	465	Ilm	Xona haroratida suyuq turadigan metall.
singil	3	50	Oila	Kishining oʻzidan kichik qiz qarindoshi.
sipoh	3	22	Tarix	Qadimgi davlatlarda harbiy xizmatchi.
sirgʻa	3	30	Kiyim	Quloqqa taqiladigan zeb-ziynat.
sirka	1	390	Oshxona	Taomga qoʻshiladigan nordon suyuqlik.
sirop	2	98	Oshxona	Shakar qoʻshib qaynatilgan quyuq sharbat.
siymo	3	30	Tuygʻu	Kishining tashqi qiyofasi, obrazi.
siyoh	2	251	Ilm	Yozish uchun boʻyoqli suyuqlik.
sizot	2	95	Tabiat	Yer ostidan sizib chiqadigan nam.
sochiq	3	59	Uy-roʻzgʻor	Artinish uchun yumshoq mato buyum.
sochma	2	91	Sanʼat	Nasr yoʻlida yozilgan erkin asar.
sogʻim	3	18	Hayvonot	Sut beradigan holatdagi mol.
sohib	2	334	Savdo	Biror narsaning egasi.
sohil	1	744	Tabiat	Suv havzasining quruqlik cheti.
soliq	1	2565	Savdo	Davlatga majburiy toʻlanadigan pul.
somon	1	467	Tabiat	Yanchilgan don poyasining mayda qoldigʻi.
somsa	3	67	Oshxona	Tandirda pishiriladigan goʻshtli xamir taom.
sopol	1	1300	Qurilish	Loydan pishirilgan idish materiali.
soqchi	3	44	Jamiyat	Qoʻriqlash vazifasidagi kishi.
soqol	2	127	Jism	Erkak iyagida oʻsadigan tuklar.
sovchi	3	74	Oila	Qiz soʻrab boruvchi vakil.
sovgʻa	1	1446	Tuygʻu	Xushnudlik uchun beriladigan narsa.
sovun	2	282	Uy-roʻzgʻor	Yuvinish uchun koʻpiruvchi vosita.
sovut	3	61	Kiyim	Jangchini tigʻdan saqlovchi temir kiyim.
soʻfiy	1	1048	Din	Tariqat yoʻliga kirgan zohid.
soʻgal	3	16	Jism	Terida chiqadigan qattiq kichik oʻsimta.
soʻlak	2	172	Jism	Ogʻizda ajraladigan suyuqlik.
soʻroq	1	493	Til	Javob kutib berilgan savol.
soʻrov	1	538	Jamiyat	Rasmiy tarzda bildirilgan talab.
soʻzak	3	27	Jism	Yuqumli tanosil kasalligi.
sukut	2	157	Til	Jim turish, ovoz chiqarmaslik.
sumak	3	18	Uy-roʻzgʻor	Chaqaloq belanchagiga oʻrnatiladigan naycha moslama.
suman	3	38	Tabiat	Oq gulli xushboʻy oʻsimlik.
sumka	2	108	Uy-roʻzgʻor	Narsa solib yuriladigan dastali buyum.
summa	2	133	Savdo	Pulning umumiy miqdori.
sunna	2	122	Din	Paygʻambar yoʻl-yoʻrigʻiga mos amal.
supra	3	25	Uy-roʻzgʻor	Xamir yoyish uchun charm dasturxon.
surat	1	565	Sanʼat	Biror narsaning chizilgan yoki olingan tasviri.
surgi	3	52	Jism	Ichni yumshatuvchi dori.
surma	2	216	Kiyim	Koʻzga tortiladigan qora pardoz.
suvchi	3	18	Kasb-hunar	Ekinlarga suv taratuvchi kishi.
suvoq	3	68	Qurilish	Devorga tekis surtiladigan loy-qorishma qatlami.
suyak	1	1481	Jism	Skeletni tashkil etuvchi qattiq toʻqima.
suzma	3	37	Oshxona	Qatiqning suvi siziltirilgan quyuq mahsuloti.
tabib	2	311	Kasb-hunar	Xalq usulida davolovchi shifokor.
taksi	1	502	Jamiyat	Haq evaziga yoʻlovchi tashuvchi yengil mashina.
talab	1	9229	Jamiyat	Qatʼiy soʻralgan narsa yoki ehtiyoj.
taloq	2	288	Oila	Nikohning diniy yoʻl bilan bekor qilinishi.
tamba	3	21	Uy-roʻzgʻor	Eshikni ichdan bekitadigan yogʻoch qulf.
tamgʻa	3	69	Tarix	Mulkka bosiladigan belgi muhri.
tanda	2	133	Kiyim	Toʻqishga tortilgan boʻylama iplar.
tanob	2	161	Tarix	Yer oʻlchashda ishlatilgan eski birlik.
taqiq	2	305	Jamiyat	Man etilganlik holati.
taqvo	3	62	Din	Gunohdan saqlanib yashash.
taraf	2	162	Tabiat	Yoʻnalish, tomon.
tarif	2	198	Savdo	Xizmat uchun belgilangan narx jadvali.
tariq	2	313	Oshxona	Mayda sariq donli ekin.
tarix	1	8900	Ilm	Oʻtmish voqealarini oʻrganuvchi fan.
taroq	3	70	Uy-roʻzgʻor	Soch tarash uchun tishli buyum.
tasma	2	266	Kiyim	Ensiz uzun bogʻlagich mato.
tavba	2	272	Din	Gunohdan qaytib afv soʻrash.
tavof	3	49	Din	Muqaddas joyni aylanib chiqish ibodati.
taxta	1	420	Qurilish	Yogʻochning yassi tilingan boʻlagi.
tayoq	1	402	Asbob	Qoʻlga olib yuriladigan uzun yogʻoch.
teatr	1	6977	Sanʼat	Sahna asarlari koʻrsatiladigan dargoh.
temir	1	12925	Qurilish	Eng koʻp ishlatiladigan kulrang metall.
tepki	3	32	Jism	Oyoq bilan urilgan zarba.
terak	2	232	Tabiat	Tik oʻsadigan baland daraxt.
terim	3	50	Kasb-hunar	Hosilni qoʻlda yigʻish ishi.
teshik	1	547	Uy-roʻzgʻor	Narsadan oʻtib ketgan ochiq joy.
tezak	3	15	Tabiat	Quritilgan mol goʻngi, yoqilgʻi.
tikan	3	54	Tabiat	Oʻsimlikdagi sanchiluvchi uchli oʻsimta.
tilak	2	87	Tuygʻu	Yaxshilik soʻrab bildirilgan istak.
tilcha	3	22	Jism	Tomoq ichidagi kichik osilib turuvchi aʼzo.
tilim	3	49	Oshxona	Qovun yoki nonning kesilgan boʻlagi.
tilla	1	605	Savdo	Qimmatbaho sariq metall, boylik ramzi.
tillo	3	43	Savdo	Sof qimmatbaho sariq maʼdan.
tinim	3	32	Tuygʻu	Dam olish, orom topish.
tiqin	3	35	Uy-roʻzgʻor	Idish ogʻzini bekituvchi narsa.
tivit	3	45	Kiyim	Echkining mayin yumshoq juni.
tiyin	2	137	Savdo	Pulning eng mayda birligi.
tizim	1	3215	Ilm	Oʻzaro bogʻliq qismlarning yaxlit tuzilmasi.
tizma	2	323	Tabiat	Ketma-ket choʻzilgan togʻlar qatori.
tizza	2	227	Jism	Oyoqning bukiladigan oʻrta boʻgʻimi.
tobut	2	99	Din	Marhum solib koʻtariladigan yogʻoch qutisi.
togʻay	2	143	Jism	Suyakdan yumshoqroq elastik toʻqima.
toifa	1	445	Jamiyat	Bir xil xususiyatli kishilar guruhi.
tokcha	3	50	Uy-roʻzgʻor	Devorga oʻyilgan narsa qoʻyish joyi.
tomchi	2	199	Tabiat	Suyuqlikning mayda yumaloq zarrasi.
tomir	1	1188	Jism	Qon oqadigan yoʻl; ildiz.
tomon	1	4113	Tabiat	Yoʻnalish, taraf.
tonna	1	1925	Ilm	Ming kilogramlik ogʻirlik oʻlchovi.
toqat	2	136	Tuygʻu	Qiyinchilikka chidash kuchi.
toshma	2	110	Jism	Terida paydo boʻladigan mayda donachalar.
tovon	1	614	Jism	Oyoq kaftining orqa qismi.
tovoq	3	54	Uy-roʻzgʻor	Taom tortiladigan chuqurroq idish.
tovuq	1	759	Hayvonot	Tuxum beruvchi xonaki parranda.
tovus	2	137	Hayvonot	Rang-barang dumini yozadigan chiroyli qush.
tovush	1	1554	Til	Eshitiladigan sado, un.
toʻfon	2	133	Tabiat	Hamma yoqni bosgan ulkan suv toshqini.
toʻgʻon	1	3675	Qurilish	Suvni toʻsib turuvchi inshoot.
toʻlov	1	2039	Savdo	Berilishi lozim boʻlgan pul majburiyati.
toʻpchi	3	17	Tarix	Zambarak otuvchi harbiy.
toʻpiq	3	30	Jism	Oyoq boʻgʻimidagi boʻrtiq suyak.
toʻqay	2	208	Tabiat	Daryo boʻyidagi qalin butazor.
toʻshak	2	85	Uy-roʻzgʻor	Yotish uchun soliladigan yumshoq narsa.
toʻsin	3	67	Qurilish	Tom koʻtarib turuvchi yoʻgʻon yogʻoch.
toʻsiq	1	841	Qurilish	Oʻtishga xalaqit beruvchi gʻov.
toʻychi	2	94	Kasb-hunar	Marosimlarda xizmat qiluvchi sozanda.
tugma	2	150	Kiyim	Kiyimni qadaydigan mayda buyum.
tugun	2	214	Uy-roʻzgʻor	Ip yoki matoning chatishtirilgan bogʻlami.
tuhfa	2	116	Tuygʻu	Qadrli sovgʻa, armugʻon.
tulki	1	688	Hayvonot	Ayyorligi bilan mashhur uzun dumli jonivor.
tulum	3	19	Uy-roʻzgʻor	Teridan tikilgan suyuqlik idishi.
tuman	1	16221	Tabiat	Yer bagʻirlagan quyuq bugʻ pardasi.
tumor	2	126	Din	Koʻz tegishidan asrovchi taqinchoq.
tumov	3	36	Jism	Burun bitib aksa urdiradigan xastalik.
turna	2	123	Hayvonot	Uzun oyoqli, tizilib uchadigan qush.
turoq	3	17	Sanʼat	Sheʼr vaznidagi ritmik boʻlak.
tushum	3	38	Savdo	Kassaga kirib keladigan daromad.
tutak	3	30	Sanʼat	Puflab chalinadigan kichik cholgʻu.
tutam	3	44	Uy-roʻzgʻor	Bir qoʻlga sigʻadigan dasta miqdor.
tutun	2	266	Tabiat	Yonishdan koʻtariladigan kulrang gaz.
tutuq	3	26	Til	Ayrim soʻzlarda talaffuz uzilishini bildiruvchi belgi.
tuvak	3	27	Uy-roʻzgʻor	Gul oʻtqaziladigan sopol idish.
tuxum	1	2298	Oshxona	Parranda beradigan poʻstli oziq mahsuloti.
tuygʻu	2	154	Tuygʻu	Qalbda kechadigan his.
tuyoq	3	25	Hayvonot	Otning oyogʻidagi qattiq shox qatlami.
tuyuq	3	32	Sanʼat	Soʻz oʻyiniga qurilgan toʻrtlik sheʼr.
tuzoq	2	80	Asbob	Jonivor ilintirish uchun qoʻyiladigan moslama.
tuzum	2	255	Jamiyat	Davlat boshqaruvining tartiboti.
uchlik	1	1217	Ilm	Uch narsadan iborat guruh.
uchqun	2	155	Tabiat	Olovdan sachragan mayda choʻgʻ zarrasi.
ufori	3	15	Sanʼat	Maqomning raqsbop tezkor qismi.
ulfat	3	38	Oila	Davradosh yaqin doʻst.
ummat	3	36	Din	Bir paygʻambarga ergashgan jamoa.
undosh	2	304	Til	Ovoz va shovqindan hosil boʻluvchi nutq tovushi.
undov	3	65	Til	His-hayajonni ifodalovchi soʻz turkumi.
unsur	2	184	Ilm	Butunni tashkil etuvchi element.
unvon	1	1205	Jamiyat	Xizmat darajasini bildiruvchi rasmiy nom.
urchuq	3	49	Asbob	Ip yigirishda ishlatiladigan qoʻl moslamasi.
uslub	1	1128	Sanʼat	Ijodkorga xos ifoda yoʻli.
ustod	2	83	Kasb-hunar	Hunar oʻrgatgan murabbiy.
ustoz	1	488	Ilm	Bilim beruvchi muallim.
uzlat	3	19	Din	Odamlardan chetlanib yolgʻiz yashash.
vafot	1	25126	Oila	Kishining olamdan oʻtishi.
vagon	2	214	Jamiyat	Poyezd tarkibidagi yoʻlovchi yoki yuk boʻlmasi.
vahiy	2	286	Din	Paygʻambarga tushgan ilohiy xabar.
vakil	1	1027	Jamiyat	Birov nomidan ish yurituvchi shaxs.
valiy	2	261	Din	Karomat egasi sanalgan azizlardan biri.
vanna	2	120	Uy-roʻzgʻor	Choʻmilish uchun katta uzun idish.
varaq	2	175	Ilm	Qogʻozning bir beti.
vasiy	3	59	Jamiyat	Voyaga yetmagan bolaga qonuniy gʻamxoʻr shaxs.
vassa	3	31	Qurilish	Tom bosishda toʻsinlar orasiga terilgan yogʻoch.
vatan	1	3256	Jamiyat	Kishi tugʻilib oʻsgan ona yurt.
vazir	1	4551	Jamiyat	Hukumatning yuqori lavozimli aʼzosi.
video	1	3521	Asbob	Harakatlanuvchi tasvir yozuvi.
visol	3	31	Tuygʻu	Sevishganlarning topishuv onlari.
vodiy	1	666	Tabiat	Ikki togʻ orasidagi keng pastlik.
voqea	1	2319	Vaqt	Sodir boʻlgan hodisa.
voris	2	274	Oila	Meros oluvchi davomchi.
vujud	3	40	Jism	Butun tana, borliq gavda.
xabar	1	7180	Til	Yetkazilgan yangilik maʼlumoti.
xachir	3	61	Hayvonot	Ot bilan eshakdan tugʻilgan chidamli ulov.
xalal	3	35	Tuygʻu	Ishga toʻsqinlik qiluvchi zarar.
xalat	3	47	Kiyim	Uy yoki ish ustidan kiyiladigan yengil kiyim.
xalfa	2	136	Kasb-hunar	Usta qoʻlida ishlovchi yordamchi shogird.
xalta	2	75	Uy-roʻzgʻor	Narsa solinadigan mato qopcha.
xamir	1	485	Oshxona	Un va suvdan qorilgan yumshoq massa.
xamsa	2	107	Sanʼat	Besh dostondan iborat mumtoz asar turkumi.
xanda	3	17	Tuygʻu	Ochiq shodon kulish.
xarid	1	865	Savdo	Pul berib narsa olish.
xashak	3	42	Tabiat	Mol yemi uchun quritilgan oʻt-oʻlan.
xatar	3	16	Tuygʻu	Yaqinlashgan xavf-tahdid.
xatib	2	135	Din	Juma maʼruzasini oʻquvchi imom.
xatna	2	101	Din	Oʻgʻil bolani sunnat qilish marosimi.
xayol	2	120	Tuygʻu	Ongda jonlanadigan tasavvur oqimi.
xazon	3	18	Tabiat	Kuzda toʻkilgan sargʻaygan barglar.
xiroj	2	165	Tarix	Qadimda yer hosilidan olingan soliq.
xirqa	3	31	Kiyim	Darveshlar kiyadigan yamoqli toʻn.
xitob	3	56	Til	Baland ovozda qilingan murojaat.
xodim	1	2352	Kasb-hunar	Muassasada ishlovchi kishi.
xohish	3	56	Tuygʻu	Ichki istak, moyillik.
xonim	1	1997	Oila	Ayollarga hurmatli murojaat soʻzi.
xoqon	2	321	Tarix	Qadimgi turkiy davlatlar hukmdori.
xorij	2	177	Jamiyat	Chet el, oʻzga davlatlar.
xossa	2	85	Ilm	Narsaga xos ajralib turuvchi belgi.
xotin	1	501	Oila	Turmushga chiqqan ayol.
xoʻroz	2	182	Hayvonot	Tongda qichqiruvchi erkak parranda.
xumcha	3	15	Uy-roʻzgʻor	Suyuqlik saqlanadigan kichik sopol idish.
xumor	3	26	Tuygʻu	Biror narsani qattiq qoʻmsash holati.
xurmo	2	334	Oshxona	Issiq oʻlkalarda pishadigan shirin qoʻngʻir meva.
xuruj	3	54	Jism	Kasallik yoki holatning avj olishi.
xutba	2	116	Din	Namoz oldidan oʻqiladigan vaʼz.
yadro	1	3518	Ilm	Atomning markaziy ogʻir qismi.
yakan	3	19	Tabiat	Boʻyra toʻqiladigan suv boʻyi oʻsimligi.
yakun	1	351	Vaqt	Ishning tugallanish nuqtasi, natija.
yalla	2	130	Sanʼat	Yengil oʻynoqi xalq qoʻshigʻi.
yamoq	3	38	Kiyim	Yirtiq ustiga qoʻyilgan mato parchasi.
yarim	1	20454	Ilm	Butunning teng ikkidan bir qismi.
yashin	1	376	Tabiat	Momaqaldiroqdagi yorqin elektr chaqini.
yechim	1	459	Ilm	Masalani hal qiluvchi javob yoʻli.
yelim	2	119	Asbob	Narsalarni bir-biriga yopishtiruvchi modda.
yelka	2	291	Jism	Boʻyindan qoʻlgacha boʻlgan tana qismi.
yemish	3	15	Oshxona	Yeyiladigan narsa, yegulik.
yetim	1	415	Oila	Ota yoki onadan ajragan bola.
yigit	1	819	Oila	Balogʻatga yetgan yosh erkak.
yigʻim	3	35	Savdo	Turli toʻlovlardan toʻplanadigan mablagʻ.
yigʻin	2	119	Jamiyat	Kishilarning toʻplangan majlisi.
yilqi	2	124	Hayvonot	Uyur boʻlib boqiladigan otlar galasi.
yiring	2	214	Jism	Yalligʻlangan jarohatdan chiqadigan suyuqlik.
yogʻdu	3	36	Tabiat	Taralayotgan nur shulasi.
yogʻin	1	2177	Tabiat	Osmondan tushadigan nam: qor yoki jala.
yogʻoch	1	4538	Qurilish	Daraxtdan olinadigan qattiq material.
yonoq	3	64	Jism	Yuzning ikki yon qismi.
yoqut	1	504	Tabiat	Qizil rangli qimmatbaho tosh.
yorma	3	74	Oshxona	Maydalangan dondan tayyorlanadigan mahsulot.
yotoq	2	122	Uy-roʻzgʻor	Uxlash uchun joy.
yozuv	1	2234	Til	Nutqni belgilar bilan ifodalash tizimi.
yoʻlak	1	511	Qurilish	Bino ichidagi tor oʻtish joyi.
yoʻlchi	3	40	Kasb-hunar	Asfalt yotqizib taʼmir ishlarini bajaruvchi ishchi.
yoʻlka	3	28	Qurilish	Piyodalar yuradigan chekka qism.
yoʻrgʻa	3	25	Hayvonot	Tekis va tez yuradigan ot yurishi.
yoʻrma	3	20	Kiyim	Chok turlaridan biri bilan tikilgan kashta.
yoʻsin	3	24	Tabiat	Nam joyda oʻsadigan mayda yashil oʻsimlik.
yoʻtal	2	203	Jism	Tomoq qirilishidan keladigan qattiq nafas turtkisi.
yubka	2	81	Kiyim	Ayollarning beldan pastga kiyiladigan kiyimi.
yugan	3	17	Asbob	Otning boshiga solinadigan jilovli anjom.
yupqa	1	1063	Oshxona	Xamirdan juda nozik yoyib pishirilgan taom.
yurak	1	3678	Jism	Qonni haydab turuvchi asosiy aʼzo.
yutuq	1	402	Tuygʻu	Erishilgan muvaffaqiyat.
zafar	1	473	Tuygʻu	Kurashda qozonilgan gʻalaba.
zahar	2	238	Jism	Organizmni oʻldiruvchi xavfli modda.
zahra	2	102	Jism	Oʻt pufagi; qattiq qoʻrquv timsoli.
zakot	2	183	Din	Mol-davlatdan beriladigan majburiy sadaqa.
zamin	1	686	Tabiat	Yer, tuproq yuzasi.
zamir	3	20	Tuygʻu	Gapning ich-ichidagi yashirin maʼnosi.
zamon	1	1177	Vaqt	Yashab turilgan davr.
zarang	2	108	Tabiat	Yogʻochi juda qattiq daraxt.
zarar	1	3590	Savdo	Yetkazilgan ziyon, yoʻqotish.
zarba	1	2225	Jism	Kuch bilan urilgan urgʻu.
zarra	2	270	Ilm	Moddaning eng kichik boʻlagi.
zavod	1	1229	Qurilish	Mahsulot ishlab chiqaruvchi yirik korxona.
zigʻir	1	336	Tabiat	Moy olinadigan mayda urugʻli ekin.
zirak	3	34	Kiyim	Quloqqa taqiladigan bezak buyumi.
ziyon	2	273	Savdo	Koʻrilgan zarar, talafot.
zobit	2	143	Jamiyat	Qoʻshinning ofitser darajasidagi xizmatchisi.
zovur	3	45	Tabiat	Ortiqcha suvni oqizib ketadigan chuqur ariq.
zuluk	3	24	Hayvonot	Qon soʻrib davolashda ishlatiladigan suv jonivori.
